"job_id";"sequence_number";"sequence_identifier";"full_name";"sequence_score";"bp_score";"cutoff_head";"cutoff_tail";"identity";"quality";"startpos";"stoppos";"ecolipos";"bps";"gene_bps";"turn";"lca_tax_embl_ebi_ena";"lca_tax_gtdb";"lca_tax_ltp";"lca_tax_rdp";"lca_tax_slv"
"1069639";"165";"OTU3165";"None";"0.980685";"77";"0";"0";"97.9167";"98";"13861";"22570";"533";"240";"240";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;";"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;"
"1069639";"166";"OTU3166";"None";"0.973114";"75";"0";"0";"90.4564";"97";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"167";"OTU3167";"None";"0.985337";"74";"0";"0";"95.8333";"98";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Cryptomonadaceae;";"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"
"1069639";"168";"OTU3168";"None";"0.988038";"78";"0";"0";"95.8333";"98";"13861";"22570";"533";"240";"240";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;";"Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;uncultured;"
"1069639";"169";"OTU3169";"None";"0.975671";"75";"0";"0";"93.75";"97";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"170";"OTU3170";"None";"0.991498";"75";"0";"0";"92.5";"99";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"171";"OTU3171";"None";"0.948175";"72";"0";"0";"82.1577";"94";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"172";"OTU3172";"None";"0.887246";"73";"0";"0";"75.5187";"88";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"173";"OTU3173";"None";"0.957467";"76";"0";"0";"87.5";"95";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"174";"OTU3174";"None";"0.902514";"73";"0";"0";"78.8382";"90";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"175";"OTU3175";"None";"0.971162";"75";"0";"0";"87.5";"97";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"176";"OTU3176";"None";"0.971296";"75";"0";"0";"89.5833";"97";"13861";"22570";"533";"240";"240";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;unclassified_Alphaproteobacteria;";"Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Candidatus Finniella;"
"1069639";"177";"OTU3177";"None";"0.980616";"75";"0";"0";"89.5833";"98";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"178";"OTU3178";"None";"0.943172";"76";"0";"0";"87.0833";"94";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"179";"OTU3179";"None";"0.928776";"76";"0";"0";"88.3333";"92";"13861";"22570";"533";"240";"240";"none";"Bacteria;Bacteroidetes;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";unclassified_""Bacteroidetes"";";"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;"
"1069639";"180";"OTU3180";"None";"0.979775";"78";"0";"0";"94.5833";"97";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"181";"OTU3181";"None";"0.932858";"75";"0";"0";"73.75";"93";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"182";"OTU3182";"None";"0.883788";"75";"0";"0";"87.0833";"88";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"183";"OTU3183";"None";"0.967132";"78";"0";"0";"91.6667";"96";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;";"Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;"
"1069639";"184";"OTU3184";"None";"0.989107";"73";"0";"0";"97.5";"98";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bacillariophyta;";"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"
"1069639";"185";"OTU3185";"None";"0.975017";"76";"0";"0";"92.1488";"97";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;unclassified_Bacteria;";"Bacteria;Patescibacteria;Gracilibacteria;Candidatus Peribacteria;"
"1069639";"186";"OTU3186";"None";"0.978215";"79";"0";"0";"93.75";"97";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;";"Bacteria;Acidobacteriota;Subgroup 22;"
"1069639";"187";"OTU3187";"None";"0.979462";"73";"0";"0";"96.6667";"97";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;unclassified_Bacteria;";"Bacteria;Cyanobacteria;Vampirivibrionia;Caenarcaniphilales;"
"1069639";"188";"OTU3188";"None";"0.750736";"49";"0";"0";"61.8474";"75";"13861";"22580";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"189";"OTU3189";"None";"0.724264";"52";"0";"0";"64.0496";"72";"13861";"22552";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"190";"OTU3190";"None";"0.988258";"75";"0";"0";"92.5";"98";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Chloroflexi"";Caldilineae;Caldilineales;Caldilineaceae;Litorilinea;";"Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;uncultured;"
"1069639";"191";"OTU3191";"None";"0.988621";"79";"0";"0";"95.8333";"98";"13861";"22570";"533";"240";"240";"none";"Bacteria;";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus;s__Methylococcus capsulatus;";"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;Methylococcales;Methylococcaceae;";"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;"
"1069639";"192";"OTU3192";"None";"0.989545";"75";"0";"0";"95.4167";"98";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Acidobacteria"";Acidobacteria_Gp4;Gp4;";"Bacteria;Acidobacteriota;Blastocatellia;11-24;"
"1069639";"193";"OTU3193";"None";"0.985201";"80";"0";"0";"89.5833";"98";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"194";"OTU3194";"None";"0.980301";"70";"0";"0";"88.3333";"98";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;unclassified_Bacteria;";"Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22;"
"1069639";"195";"OTU3195";"None";"0.994035";"80";"0";"0";"97.9167";"99";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Deltaproteobacteria;Myxococcales;Nannocystineae;unclassified_Nannocystineae;";"Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;"
"1069639";"196";"OTU3196";"None";"0.972001";"77";"0";"0";"94.1667";"97";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"197";"OTU3197";"None";"0.95254";"74";"0";"0";"87.9167";"95";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"198";"OTU3198";"None";"0.95897";"73";"0";"0";"85.4772";"95";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"199";"OTU3199";"None";"0.991181";"73";"0";"0";"94.5833";"99";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Verrucomicrobia"";Subdivision3;Subdivision3_genera_incertae_sedis;";"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;"
"1069639";"200";"OTU3200";"None";"0.981716";"75";"0";"0";"95.4167";"98";"13861";"22570";"533";"240";"240";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Acidobacteria"";Holophagae;Holophagales;Holophagaceae;";"Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;"
"1069639";"201";"OTU3201";"None";"0.986568";"78";"0";"0";"95";"98";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Planctomycetes"";Planctomycetia;Planctomycetales;Planctomycetaceae;";"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured;"
"1069639";"202";"OTU3202";"None";"0.930126";"71";"0";"0";"81.6667";"93";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"203";"OTU3203";"None";"0.948631";"74";"0";"0";"84.5833";"94";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;unclassified_Bacteria;";"Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;"
"1069639";"204";"OTU3204";"None";"0.978575";"79";"0";"0";"94.5833";"97";"13861";"22570";"533";"240";"240";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Planctomycetes"";Planctomycetia;unclassified_Planctomycetia;";"Bacteria;Planctomycetota;OM190;"
"1069639";"205";"OTU3205";"None";"0.987758";"75";"0";"0";"98.3333";"98";"13861";"22573";"533";"240";"240";"none";"Bacteria;";"d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355;";"Unclassified;";"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;";"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;"
"1069639";"206";"OTU3206";"None";"0.984973";"77";"0";"0";"93.75";"98";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"207";"OTU3207";"None";"0.974172";"74";"0";"0";"89.2116";"97";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;unclassified_Bacteria;";"Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;MSBL3;"
"1069639";"208";"OTU3208";"None";"0.982908";"77";"0";"0";"96.6667";"98";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Deltaproteobacteria;Myxococcales;";"Bacteria;Myxococcota;Polyangia;mle1-27;"
"1069639";"209";"OTU3209";"None";"0.969068";"78";"0";"0";"88.75";"96";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"210";"OTU3210";"None";"0.989913";"74";"0";"0";"96.6805";"98";"13861";"22569";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Candidatus Saccharibacteria;Saccharibacteria_genera_incertae_sedis;";"Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;"
"1069639";"211";"OTU3211";"None";"0.921191";"75";"0";"0";"87.5";"92";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"212";"OTU3212";"None";"0.96418";"76";"0";"0";"97.5";"96";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Chloroflexi"";Thermomicrobia;Sphaerobacteridae;Sphaerobacterales;""Sphaerobacterineae"";Sphaerobacteraceae;";"Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;"
"1069639";"213";"OTU3213";"None";"0.733964";"58";"0";"0";"55.9184";"73";"13861";"22574";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"214";"OTU3214";"None";"0.974303";"75";"0";"0";"92.0833";"97";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";Sphingobacteriia;""Sphingobacteriales"";""Saprospiraceae"";unclassified_""Saprospiraceae"";";"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;"
"1069639";"215";"OTU3215";"None";"0.991205";"83";"0";"0";"94.1667";"99";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Planctomycetes"";Planctomycetia;Planctomycetales;Planctomycetaceae;Gemmata;";"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;"
"1069639";"216";"OTU3216";"None";"0.994321";"75";"0";"0";"98.3333";"99";"13861";"22570";"533";"240";"240";"none";"Bacteria;";"Unclassified;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;"
"1069639";"217";"OTU3217";"None";"0.974731";"75";"0";"0";"85.9504";"97";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"218";"OTU3218";"None";"0.95416";"76";"0";"0";"84.2324";"95";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";Sphingobacteriia;""Sphingobacteriales"";";"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;"
"1069639";"219";"OTU3219";"None";"0.827236";"68";"0";"0";"71.25";"82";"13861";"22573";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"220";"OTU3220";"None";"0.925145";"72";"0";"0";"83.3333";"92";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Planctomycetes"";Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;";"Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;"
"1069639";"221";"OTU3221";"None";"0.984565";"75";"0";"0";"93.3333";"98";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"222";"OTU3222";"None";"0.927002";"75";"0";"0";"90";"92";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"223";"OTU3223";"None";"0.909417";"73";"0";"0";"86.6667";"90";"13861";"22569";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Chlorophyta;";"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"
"1069639";"224";"OTU3224";"None";"0.952452";"74";"0";"0";"85";"95";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"225";"OTU3225";"None";"0.973409";"76";"0";"0";"92.0833";"97";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"226";"OTU3226";"None";"0.97163";"78";"0";"0";"91.3223";"97";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"227";"OTU3227";"None";"0.989557";"78";"0";"0";"89.5833";"98";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"228";"OTU3228";"None";"0.971536";"78";"0";"0";"87.0833";"97";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";unclassified_""Proteobacteria"";";"Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales;Silvanigrellaceae;uncultured;"
"1069639";"229";"OTU3229";"None";"0.949469";"77";"0";"0";"85";"94";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"230";"OTU3230";"None";"0.981178";"79";"0";"0";"83.3333";"98";"10368";"22570";"508";"240";"240";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;unclassified_Cyanobacteria;";"Bacteria;Cyanobacteria;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;uncultured;"
"1069639";"231";"OTU3231";"None";"0.989271";"77";"0";"0";"97.5";"98";"13861";"22570";"533";"240";"240";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;";"Bacteria;Cyanobacteria;Cyanobacteriia;"
"1069639";"232";"OTU3232";"None";"0.961271";"75";"0";"0";"93.3333";"96";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"233";"OTU3233";"None";"0.952678";"75";"0";"0";"90";"95";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"234";"OTU3234";"None";"0.975347";"75";"0";"0";"92.0833";"97";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified_Rhodospirillaceae;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;"
"1069639";"235";"OTU3235";"None";"0.987628";"79";"0";"0";"96.25";"98";"13861";"22569";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";Sphingobacteriia;""Sphingobacteriales"";""Saprospiraceae"";unclassified_""Saprospiraceae"";";"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;"
"1069639";"236";"OTU3236";"None";"0.988143";"77";"0";"0";"99.5833";"98";"13861";"22570";"533";"240";"240";"none";"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;";"Unclassified;";"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;";"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;"
"1069639";"237";"OTU3237";"None";"0.969146";"79";"0";"0";"88.75";"96";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Oligoflexia;Oligoflexales;Oligoflexaceae;Oligoflexus;";"Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;uncultured;"
"1069639";"238";"OTU3238";"None";"0.989573";"76";"0";"0";"94.5833";"98";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Chlorophyta;";"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"
"1069639";"239";"OTU3239";"None";"0.958721";"77";"0";"0";"89.5833";"95";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"240";"OTU3240";"None";"0.979446";"75";"0";"0";"90";"97";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"241";"OTU3241";"None";"0.973913";"74";"0";"0";"90.9091";"97";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;";"Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;"
"1069639";"242";"OTU3242";"None";"0.988286";"75";"0";"0";"92.9461";"98";"13861";"22573";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"243";"OTU3243";"None";"0.995361";"76";"0";"0";"98.75";"99";"13861";"22570";"533";"240";"240";"none";"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Polypodiopsida;Polypodiidae;";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"
"1069639";"244";"OTU3244";"None";"0.979335";"77";"0";"0";"92.9167";"97";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Actinobacteria"";Actinobacteria;Rubrobacteridae;Gaiellales;Gaiellaceae;Gaiella;";"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;uncultured;"
"1069639";"245";"OTU3245";"None";"0.960461";"74";"0";"0";"94.6058";"96";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;"
"1069639";"246";"OTU3246";"None";"0.914757";"74";"0";"0";"78.75";"91";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"247";"OTU3247";"None";"0.954022";"76";"0";"0";"89.1667";"95";"13861";"22569";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"248";"OTU3248";"None";"0.893025";"73";"0";"0";"80.5785";"89";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"249";"OTU3249";"None";"0.928986";"76";"0";"0";"87.0833";"92";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"250";"OTU3250";"None";"0.976523";"73";"0";"0";"89.5833";"97";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;unclassified_Bacteria;";"Bacteria;Dependentiae;Babeliae;Babeliales;UBA12409;"
"1069639";"251";"OTU3251";"None";"0.928832";"78";"0";"0";"86.6667";"92";"13861";"22570";"533";"240";"240";"none";"unclassified sequences;metagenomes;";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;uncultured;"
"1069639";"252";"OTU3252";"None";"0.970932";"78";"0";"0";"82.9876";"97";"13861";"22573";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"253";"OTU3253";"None";"0.957521";"75";"0";"0";"93.7759";"95";"13861";"22570";"533";"240";"240";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;";"Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;uncultured;"
"1069639";"254";"OTU3254";"None";"0.988917";"75";"0";"0";"94.1667";"98";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;";"Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;uncultured;"
"1069639";"255";"OTU3255";"None";"0.97189";"73";"0";"0";"89.1667";"97";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"256";"OTU3256";"None";"0.860593";"72";"0";"0";"86.7769";"86";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"257";"OTU3257";"None";"0.919131";"76";"0";"0";"92.0833";"91";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;";"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia;"
"1069639";"258";"OTU3258";"None";"0.965736";"78";"0";"0";"92.1162";"96";"13861";"22570";"533";"240";"240";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1069639";"259";"OTU3259";"None";"0.969175";"75";"0";"0";"91.6667";"96";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Verrucomicrobia"";Subdivision3;Subdivision3_genera_incertae_sedis;";"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;"
"1069639";"260";"OTU3260";"None";"0.945546";"76";"0";"0";"88.3333";"94";"13861";"22570";"533";"240";"240";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;unclassified_Bacteria;";"Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;"
"1069639";"261";"OTU3261";"None";"0.960454";"75";"0";"0";"91.25";"96";"13861";"22570";"533";"240";"240";"none";"unclassified sequences;metagenomes;";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Patescibacteria;Gracilibacteria;Candidatus Peribacteria;"
